admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id
Kasai,Kamonia,Mutena,2420,-6.46,20.79,"viande, poisson et œufs",viande de poulet,94
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,semoule de maïs,54
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,farine de manioc,74
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,maïs,51
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,riz local,71
Haut-Uele,Aba,Aba,2271,3.87,30.23,"viande, poisson et œufs",poisson salé,301
Haut-Uele,Aba,Aba,2271,3.87,30.23,aliments divers,sel,185
Haut-Uele,Aba,Aba,2271,3.87,30.23,aliments divers,sucre,97
Haut-Uele,Aba,Aba,2271,3.87,30.23,huiles et matières grasses,huile de palme,62
Haut-Uele,Aba,Aba,2271,3.87,30.23,huiles et matières grasses,huile végétale,96
Haut-Uele,Aba,Aba,2271,3.87,30.23,légumineuses et noix,haricots,50
Tanganyika,Kabalo,Kabalo,148,-6.05,26.92,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Katutu,2669,-6.22,26.35,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Katutu,2669,-6.22,26.35,"viande, poisson et œufs",poisson salé,301
Tanganyika,Kabalo,Katutu,2669,-6.22,26.35,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Katutu,2669,-6.22,26.35,"viande, poisson et œufs",viande de poulet,94
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,céréales et tubercules,manioc (cossettes),302
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs",poisson salé,301
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs",viande de poulet,94
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs","viande de chèvre, avec os",236
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,huiles et matières grasses,huile végétale,96
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs",poisson salé,301
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs",viande de poulet,94
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs","viande de chèvre, avec os",236
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs",poisson salé,301
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs",viande de poulet,94
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs","viande de chèvre, avec os",236
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,huiles et matières grasses,huile végétale,96
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",poisson frais,401
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",poisson salé,301
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",viande de poulet,94
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs","viande de chèvre, avec os",236
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kabalo,Katutu,2669,-6.22,26.35,non alimentaire,transport en commun,304
Tanganyika,Kabalo,Kitule gare,2670,-5.74,26.95,non alimentaire,transport en commun,304
Tanganyika,Kabalo,Mosantu premier,2671,-6.19,26.89,non alimentaire,transport en commun,304
Tanganyika,Kabalo,Ngwena gare,2672,-6.4,26.72,non alimentaire,transport en commun,304
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,céréales et tubercules,farine de blé,58
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,"viande, poisson et œufs",viande de bœuf,141
Tanganyika,Kabalo,Pongo,2673,-6.06,26.94,non alimentaire,transport en commun,304
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,semoule de maïs,54
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,riz importé,64
Haut-Uele,Aba,Aba,2271,3.87,30.23,"viande, poisson et œufs",poisson fumé,300
Haut-Uele,Aba,Aba,2271,3.87,30.23,"viande, poisson et œufs",viande de bœuf,141
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,farine de manioc,74
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,maïs,51
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,semoule de maïs,54
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,riz importé,64
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,riz local,71
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs",poisson fumé,300
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs","viande de chèvre, avec os",236
Haut-Uele,Faradje,Bele,2798,3.59,30.17,aliments divers,sel,185
Haut-Uele,Faradje,Bele,2798,3.59,30.17,aliments divers,sucre,97
Haut-Uele,Faradje,Bele,2798,3.59,30.17,huiles et matières grasses,huile de palme,62
Haut-Uele,Faradje,Bele,2798,3.59,30.17,huiles et matières grasses,huile végétale,96
Haut-Uele,Faradje,Bele,2798,3.59,30.17,légumineuses et noix,haricots,50
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,farine de manioc,74
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,maïs,51
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,semoule de maïs,54
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,riz importé,64
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs",poisson fumé,300
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs",viande de bœuf,141
Ituri,Djugu,Bule,2791,1.55,30.3,aliments divers,sel,185
Ituri,Djugu,Bule,2791,1.55,30.3,aliments divers,sucre,97
Ituri,Djugu,Bule,2791,1.55,30.3,huiles et matières grasses,huile de palme,62
Ituri,Djugu,Bule,2791,1.55,30.3,huiles et matières grasses,huile végétale,96
Ituri,Djugu,Bule,2791,1.55,30.3,légumineuses et noix,haricots,50
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,farine de manioc,74
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,maïs,51
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,semoule de maïs,54
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,riz importé,64
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs",poisson fumé,300
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs",viande de bœuf,141
Ituri,Djugu,Largu,2792,1.44,30.33,aliments divers,sel,185
Ituri,Djugu,Largu,2792,1.44,30.33,aliments divers,sucre,97
Ituri,Djugu,Largu,2792,1.44,30.33,huiles et matières grasses,huile de palme,62
Ituri,Djugu,Largu,2792,1.44,30.33,huiles et matières grasses,huile végétale,96
Ituri,Djugu,Largu,2792,1.44,30.33,légumineuses et noix,haricots,50
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,farine de manioc,74
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,maïs,51
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,semoule de maïs,54
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,riz importé,64
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,riz local,71
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs",poisson fumé,300
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs",viande de bœuf,141
Ituri,Djugu,Mahagi,2794,1.98,30.58,aliments divers,sel,185
Ituri,Djugu,Mahagi,2794,1.98,30.58,aliments divers,sucre,97
Ituri,Djugu,Mahagi,2794,1.98,30.58,huiles et matières grasses,huile de palme,62
Ituri,Djugu,Mahagi,2794,1.98,30.58,huiles et matières grasses,huile végétale,96
Ituri,Djugu,Mahagi,2794,1.98,30.58,légumineuses et noix,haricots,50
Ituri,Mambasa,Mambasa,2793,1.22,29.45,céréales et tubercules,farine de manioc,74
Ituri,Mambasa,Mambasa,2793,1.22,29.45,céréales et tubercules,maïs,51
Ituri,Mambasa,Mambasa,2793,1.22,29.45,céréales et tubercules,semoule de maïs,54
Ituri,Mambasa,Mambasa,2793,1.22,29.45,céréales et tubercules,riz importé,64
Ituri,Mambasa,Mambasa,2793,1.22,29.45,céréales et tubercules,riz local,71
Ituri,Mambasa,Mambasa,2793,1.22,29.45,"viande, poisson et œufs",poisson fumé,300
Ituri,Mambasa,Mambasa,2793,1.22,29.45,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mambasa,Mambasa,2793,1.22,29.45,aliments divers,sel,185
Ituri,Mambasa,Mambasa,2793,1.22,29.45,aliments divers,sucre,97
Ituri,Mambasa,Mambasa,2793,1.22,29.45,huiles et matières grasses,huile de palme,62
Ituri,Mambasa,Mambasa,2793,1.22,29.45,huiles et matières grasses,huile végétale,96
Ituri,Mambasa,Mambasa,2793,1.22,29.45,légumineuses et noix,haricots,50
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,céréales et tubercules,semoule de maïs importée,574
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,céréales et tubercules,pommes de terre,83
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,céréales et tubercules,patates douces,87
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,céréales et tubercules,farine de blé,58
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,"viande, poisson et œufs",poisson frais,401
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,"viande, poisson et œufs",poisson fumé,300
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,"viande, poisson et œufs",viande de bœuf,141
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai,Kamonia,Kamako,2417,-7.24,20.89,céréales et tubercules,patates douces,87
Kasai,Kamonia,Kamako,2417,-7.24,20.89,"viande, poisson et œufs",viande de porc,140
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,céréales et tubercules,semoule de maïs importée,574
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,céréales et tubercules,patates douces,87
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,"viande, poisson et œufs",viande de bœuf,141
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,"viande, poisson et œufs",viande de porc,140
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,légumes et fruits,plantains,147
Kasai-Central,Dimbelenge,Kajiba,2277,-5.69,22.99,légumineuses et noix,arachides décortiquées,119
Kasai-Central,Dimbelenge,Mashala,2276,-5.14,22.91,"viande, poisson et œufs",poisson frais,401
Kasai-Central,Dimbelenge,Mashala,2276,-5.14,22.91,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Central,Dimbelenge,Mashala,2276,-5.14,22.91,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Dimbelenge,Mashala,2276,-5.14,22.91,légumineuses et noix,arachides décortiquées,119
Kasai-Central,Dimbelenge,Mashala,2276,-5.14,22.91,légumes et fruits,plantains,147
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,"viande, poisson et œufs",poisson frais,401
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,huiles et matières grasses,huile végétale,96
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,légumineuses et noix,arachides décortiquées,119
Kasai-Central,Dimbelenge,Tshibamba,2314,-4.91,22.51,légumes et fruits,plantains,147
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,huiles et matières grasses,huile végétale,96
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,légumineuses et noix,arachides décortiquées,119
Nord-Kivu,Beni,Beni,1607,0.5,29.47,céréales et tubercules,semoule de maïs importée,574
Nord-Kivu,Beni,Beni,1607,0.5,29.47,céréales et tubercules,pommes de terre,83
Nord-Kivu,Beni,Beni,1607,0.5,29.47,céréales et tubercules,patates douces,87
Nord-Kivu,Beni,Beni,1607,0.5,29.47,"viande, poisson et œufs",viande de porc,140
Nord-Kivu,Beni,Beni,1607,0.5,29.47,huiles et matières grasses,huile végétale,96
Nord-Kivu,Beni,Beni,1607,0.5,29.47,légumineuses et noix,arachides décortiquées,119
Nord-Kivu,Goma,Goma,152,-1.68,29.22,céréales et tubercules,semoule de maïs importée,574
Nord-Kivu,Goma,Goma,152,-1.68,29.22,céréales et tubercules,pommes de terre,83
Nord-Kivu,Goma,Goma,152,-1.68,29.22,céréales et tubercules,patates douces,87
Nord-Kivu,Goma,Goma,152,-1.68,29.22,"viande, poisson et œufs",viande de porc,140
Nord-Kivu,Goma,Goma,152,-1.68,29.22,légumineuses et noix,arachides décortiquées,119
Nord-Ubangi,Gbadolite,Gbadolite,1649,4.28,21.02,"viande, poisson et œufs",viande de porc,140
Nord-Ubangi,Mobayi-Mbongo,Inke,2262,4.08,20.76,céréales et tubercules,maïs,51
Nord-Ubangi,Mobayi-Mbongo,Inke,2262,4.08,20.76,céréales et tubercules,riz importé,64
Nord-Ubangi,Mobayi-Mbongo,Inke,2262,4.08,20.76,céréales et tubercules,farine de blé,58
Sud-Kivu,Bukavu,Nyawera,150,-2.51,28.86,céréales et tubercules,semoule de maïs importée,574
Sud-Kivu,Uvira city,Uvira,147,-3.41,29.14,"viande, poisson et œufs",viande de porc,140
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,céréales et tubercules,maïs,51
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,céréales et tubercules,riz importé,64
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,céréales et tubercules,riz local,71
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,céréales et tubercules,farine de blé,58
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,"viande, poisson et œufs",viande de bœuf,141
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,"viande, poisson et œufs","viande de chèvre, avec os",236
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kabalo,Kabalo,148,-6.05,26.92,"viande, poisson et œufs",poisson fumé,300
Tanganyika,Kabalo,Kabalo,148,-6.05,26.92,"viande, poisson et œufs","viande de chèvre, avec os",236
Tanganyika,Kabalo,Kabalo,148,-6.05,26.92,"viande, poisson et œufs",viande de porc,140
Tanganyika,Kalemie,Kalemie,143,-5.92,29.19,céréales et tubercules,semoule de maïs importée,574
Tanganyika,Kalemie,Kalemie,143,-5.92,29.19,"viande, poisson et œufs",viande de porc,140
Haut-Katanga,Lubumbashi,Lubumbashi,145,-11.67,27.47,céréales et tubercules,semoule de maïs importée,574
Haut-Katanga,Lubumbashi,Lubumbashi,145,-11.67,27.47,non alimentaire,transport en commun (bus),693
Haut-Katanga,Lubumbashi,Lubumbashi,145,-11.67,27.47,non alimentaire,transport en commun (moto),692
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,"viande, poisson et œufs",poisson salé,301
Haut-Katanga,Pweto,Pweto,2272,-8.47,28.9,non alimentaire,transport en commun (moto),692
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,manioc (cossettes),302
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,semoule de maïs importée,574
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,pommes de terre,83
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,patates douces,87
Haut-Uele,Aba,Aba,2271,3.87,30.23,céréales et tubercules,farine de blé,58
Haut-Uele,Aba,Aba,2271,3.87,30.23,"viande, poisson et œufs","viande de chèvre, avec os",236
Haut-Uele,Aba,Aba,2271,3.87,30.23,"viande, poisson et œufs",viande de porc,140
Haut-Uele,Aba,Aba,2271,3.87,30.23,non alimentaire,taux de change,305
Haut-Uele,Aba,Aba,2271,3.87,30.23,non alimentaire,carburant (essence),285
Haut-Uele,Aba,Aba,2271,3.87,30.23,non alimentaire,transport en commun (moto),692
Haut-Uele,Aba,Aba,2271,3.87,30.23,légumineuses et noix,arachides décortiquées,119
Haut-Uele,Aba,Aba,2271,3.87,30.23,légumes et fruits,plantains,147
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,manioc (cossettes),302
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,patates douces,87
Haut-Uele,Faradje,Bele,2798,3.59,30.17,céréales et tubercules,farine de blé,58
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs",poisson frais,401
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs",poisson salé,301
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs",viande de bœuf,141
Haut-Uele,Faradje,Bele,2798,3.59,30.17,"viande, poisson et œufs",viande de porc,140
Haut-Uele,Faradje,Bele,2798,3.59,30.17,non alimentaire,taux de change,305
Haut-Uele,Faradje,Bele,2798,3.59,30.17,non alimentaire,carburant (essence),285
Haut-Uele,Faradje,Bele,2798,3.59,30.17,non alimentaire,transport en commun (moto),692
Haut-Uele,Faradje,Bele,2798,3.59,30.17,légumineuses et noix,arachides décortiquées,119
Haut-Uele,Faradje,Bele,2798,3.59,30.17,légumes et fruits,plantains,147
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,manioc (cossettes),302
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,farine de manioc,74
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,maïs,51
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,semoule de maïs,54
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,semoule de maïs importée,574
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,pommes de terre,83
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,riz importé,64
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,riz local,71
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,patates douces,87
Ituri,Aru,Biringi,2273,2.8,30.34,céréales et tubercules,farine de blé,58
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs",poisson frais,401
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs",poisson salé,301
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs",poisson fumé,300
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs",viande de bœuf,141
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Aru,Biringi,2273,2.8,30.34,"viande, poisson et œufs",viande de porc,140
Ituri,Aru,Biringi,2273,2.8,30.34,aliments divers,sel,185
Ituri,Aru,Biringi,2273,2.8,30.34,aliments divers,sucre,97
Ituri,Aru,Biringi,2273,2.8,30.34,non alimentaire,taux de change,305
Ituri,Aru,Biringi,2273,2.8,30.34,non alimentaire,carburant (essence),285
Ituri,Aru,Biringi,2273,2.8,30.34,non alimentaire,transport en commun (moto),692
Ituri,Aru,Biringi,2273,2.8,30.34,huiles et matières grasses,huile de palme,62
Ituri,Aru,Biringi,2273,2.8,30.34,huiles et matières grasses,huile végétale,96
Ituri,Aru,Biringi,2273,2.8,30.34,légumineuses et noix,haricots,50
Ituri,Aru,Biringi,2273,2.8,30.34,légumineuses et noix,arachides décortiquées,119
Ituri,Aru,Biringi,2273,2.8,30.34,légumes et fruits,plantains,147
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,manioc (cossettes),302
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,semoule de maïs importée,574
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,pommes de terre,83
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,patates douces,87
Ituri,Aru city,Aru,2274,2.86,30.82,céréales et tubercules,farine de blé,58
Ituri,Aru city,Aru,2274,2.86,30.82,"viande, poisson et œufs",poisson frais,401
Ituri,Aru city,Aru,2274,2.86,30.82,"viande, poisson et œufs",viande de bœuf,141
Ituri,Aru city,Aru,2274,2.86,30.82,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Aru city,Aru,2274,2.86,30.82,"viande, poisson et œufs",viande de porc,140
Ituri,Aru city,Aru,2274,2.86,30.82,non alimentaire,taux de change,305
Ituri,Aru city,Aru,2274,2.86,30.82,non alimentaire,carburant (essence),285
Ituri,Aru city,Aru,2274,2.86,30.82,non alimentaire,transport en commun (moto),692
Ituri,Aru city,Aru,2274,2.86,30.82,légumineuses et noix,arachides décortiquées,119
Ituri,Aru city,Aru,2274,2.86,30.82,légumes et fruits,plantains,147
Ituri,Bunia,Bunia,151,1.57,30.25,céréales et tubercules,semoule de maïs importée,574
Ituri,Bunia,Bunia,151,1.57,30.25,céréales et tubercules,pommes de terre,83
Ituri,Bunia,Bunia,151,1.57,30.25,céréales et tubercules,patates douces,87
Ituri,Bunia,Bunia,151,1.57,30.25,"viande, poisson et œufs",viande de porc,140
Ituri,Bunia,Bunia,151,1.57,30.25,non alimentaire,transport en commun (moto),692
Ituri,Bunia,Bunia,151,1.57,30.25,légumineuses et noix,arachides décortiquées,119
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,manioc (cossettes),302
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,pommes de terre,83
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,riz local,71
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,patates douces,87
Ituri,Djugu,Bule,2791,1.55,30.3,céréales et tubercules,farine de blé,58
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs",poisson frais,401
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs",poisson salé,301
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Djugu,Bule,2791,1.55,30.3,"viande, poisson et œufs",viande de porc,140
Ituri,Djugu,Bule,2791,1.55,30.3,non alimentaire,taux de change,305
Ituri,Djugu,Bule,2791,1.55,30.3,non alimentaire,carburant (essence),285
Ituri,Djugu,Bule,2791,1.55,30.3,non alimentaire,transport en commun (moto),692
Ituri,Djugu,Bule,2791,1.55,30.3,légumineuses et noix,arachides décortiquées,119
Ituri,Djugu,Bule,2791,1.55,30.3,légumes et fruits,plantains,147
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,manioc (cossettes),302
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,semoule de maïs importée,574
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,pommes de terre,83
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,riz local,71
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,patates douces,87
Ituri,Djugu,Largu,2792,1.44,30.33,céréales et tubercules,farine de blé,58
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs",poisson frais,401
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs",poisson salé,301
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Djugu,Largu,2792,1.44,30.33,"viande, poisson et œufs",viande de porc,140
Ituri,Djugu,Largu,2792,1.44,30.33,non alimentaire,taux de change,305
Ituri,Djugu,Largu,2792,1.44,30.33,non alimentaire,carburant (essence),285
Ituri,Djugu,Largu,2792,1.44,30.33,non alimentaire,transport en commun (moto),692
Ituri,Djugu,Largu,2792,1.44,30.33,légumineuses et noix,arachides décortiquées,119
Ituri,Djugu,Largu,2792,1.44,30.33,légumes et fruits,plantains,147
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,manioc (cossettes),302
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,semoule de maïs importée,574
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,pommes de terre,83
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,patates douces,87
Ituri,Djugu,Mahagi,2794,1.98,30.58,céréales et tubercules,farine de blé,58
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs",poisson frais,401
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs",poisson salé,301
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Djugu,Mahagi,2794,1.98,30.58,"viande, poisson et œufs",viande de porc,140
Ituri,Djugu,Mahagi,2794,1.98,30.58,non alimentaire,taux de change,305
Ituri,Djugu,Mahagi,2794,1.98,30.58,non alimentaire,carburant (essence),285
Ituri,Djugu,Mahagi,2794,1.98,30.58,non alimentaire,transport en commun (moto),692
Ituri,Djugu,Mahagi,2794,1.98,30.58,légumineuses et noix,arachides décortiquées,119
Ituri,Djugu,Mahagi,2794,1.98,30.58,légumes et fruits,plantains,147
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,manioc (cossettes),302
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,farine de manioc,74
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,maïs,51
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,semoule de maïs,54
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,semoule de maïs importée,574
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,pommes de terre,83
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,riz importé,64
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,riz local,71
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,patates douces,87
Ituri,Irumu,Kasenyi,2797,1.39,30.44,céréales et tubercules,farine de blé,58
Ituri,Irumu,Kasenyi,2797,1.39,30.44,"viande, poisson et œufs",poisson frais,401
